[﻿༄༅། ཁྲེགས་གཅོད་བསྡུད་པ་བཞུགས་སྷོ།༄༄༄། །​ རྒྱ་གར་སྐད་དུ། ས་མ་བ་ཏཱན་མ_50_],﻿༄༅། ཁྲེགས་གཅོད་བསྡུད་པ་བཞུགས་སྷོ།༄༄༄། །​ རྒྱ་གར་སྐད་དུ། ས་མ་བ་ཏཱན་མ_50_,﻿ཁྲེགས་གཅོད་བསྡུས་པ་བཞུགས་སོ།༄༄༄། །​ རྒྱ་གར་སྐད་དུ། ས་མ་བ་ཏཱ་ན་མ_25_,﻿༄༄། །​ རྒྱ་གར་སྐད་དུ། སམཔཱཏནམ_25_
[དེ་_100_],དེ་_100_,དེ་_100_,དེ་_100_
[ལྟར་_100_],ལྟར་_100_,ལྟར་_100_,ལྟར་_100_
[འདོད་_100_],འདོད་_100_,འདོད་_100_,འདོད་_100_
[ཡོན་_100_],ཡོན་_100_,ཡོན་_100_,ཡོན་_100_
[བརླབས་_100_],བརླབས་_100_,བརླབས་_100_,བརླབས་_100_
[བཅད་_100_],བཅད་_100_,བཅད་_100_,བཅད་_100_
[ནས_100_],ནས_100_,ནས_100_,ནས_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[རྫོགས་_100_],རྫོགས་_100_,རྫོགས་_100_,རྫོགས་_100_
[པས་_100_],པས་_100_,པས་_100_,པས་_100_
[འདི་_100_],འདི་_100_,འདི་_100_,འདི་_100_
[ལས་_100_],ལས་_100_,ལས་_100_,ལས་_100_
[བཤད་_100_],བཤད་_100_,བཤད་_100_,བཤད་_100_
[དུ་_100_],དུ་_100_,དུ་_100_,དུ་_100_
[མེད_100_],མེད_100_,མེད_100_,མེད_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[སྨྲ་_100_],སྨྲ་_100_,སྨྲ་_100_,སྨྲ་_100_
[མེད་_100_],མེད་_100_,མེད་_100_,མེད་_100_
[བསམ་_100_],བསམ་_100_,བསམ་_100_,བསམ་_100_
[པའི་_100_],པའི་_100_,པའི་_100_,པའི་_100_
[གཞི་_100_],གཞི་_100_,གཞི་_100_,གཞི་_100_
[ཟད་_100_],ཟད་_100_,ཟད་_100_,ཟད་_100_
[པས_100_],པས_100_,པས_100_,པས_100_
[། །​         _100_],། །​         _100_,། །​         _100_,། །​         _100_
[དུས་_100_],དུས་_100_,དུས་_100_,དུས་_100_
[གསུམ་_100_],གསུམ་_100_,གསུམ་_100_,གསུམ་_100_
[འབྲལ་_100_],འབྲལ་_100_,འབྲལ་_100_,འབྲལ་_100_
[བ་_100_],བ་_100_,བ་_100_,བ་_100_
[མེད་_100_],མེད་_100_,མེད་_100_,མེད་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_
[ཡི_100_],ཡི_100_,ཡི_100_,ཡི_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[གྲོག་_50_],གྲོག་_50_,གྲོགས་_50_,གྲོགས་_50_
[འདི་_100_],འདི་_100_,འདི་_100_,འདི་_100_
[གཞན་_100_],གཞན་_100_,གཞན་_100_,གཞན་_100_
[དང་_100_],དང་_100_,དང་_100_,དང་_100_
[མཉམ་_100_],མཉམ་_100_,མཉམ་_100_,མཉམ་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_
[མིན_100_],མིན_100_,མིན_100_,མིན_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[གོང་_100_],གོང་_100_,གོང་_100_,གོང་_100_
[ན་_100_],ན་_100_,ན་_100_,ན་_100_
[མེད་_100_],མེད་_100_,མེད་_100_,མེད་_100_
[པའི་_100_],པའི་_100_,པའི་_100_,པའི་_100_
[སྒྲ་_100_],སྒྲ་_100_,སྒྲ་_100_,སྒྲ་_100_
[དང་_100_],དང་_100_,དང་_100_,དང་_100_
[དྲི_100_],དྲི_100_,དྲི_100_,དྲི_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[རོ་_100_],རོ་_100_,རོ་_100_,རོ་_100_
[དང་_100_],དང་_100_,དང་_100_,དང་_100_
[རེག་_100_],རེག་_100_,རེག་_100_,རེག་_100_
[པའི་_100_],པའི་_100_,པའི་_100_,པའི་_100_
[དངོས་_100_],དངོས་_100_,དངོས་_100_,དངོས་_100_
[པོ་_100_],པོ་_100_,པོ་_100_,པོ་_100_
[སྟོར_100_],སྟོར_100_,སྟོར_100_,སྟོར_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[རྙེད་_100_],རྙེད་_100_,རྙེད་_100_,རྙེད་_100_
[པའི་_100_],པའི་_100_,པའི་_100_,པའི་_100_
[མཆོག་_100_],མཆོག་_100_,མཆོག་_100_,མཆོག་_100_
[སྟེ་_100_],སྟེ་_100_,སྟེ་_100_,སྟེ་_100_
[དགོང་_75_],དགོང་_75_,དགོང་_75_,དགོས་_25_
[འདོད་_100_],འདོད་_100_,འདོད་_100_,འདོད་_100_
[ཕྲད_100_],ཕྲད_100_,ཕྲད_100_,ཕྲད_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[འདི་_100_],འདི་_100_,འདི་_100_,འདི་_100_
[ནི་_100_],ནི་_100_,ནི་_100_,ནི་_100_
[འཆོས་_75_],འཆོས་_75_,འཆོས་_75_,ཆོས་_25_
[མེད་_100_],མེད་_100_,མེད་_100_,མེད་_100_
[སེམས་_100_],སེམས་_100_,སེམས་_100_,སེམས་_100_
[ཟད་_100_],ཟད་_100_,ཟད་_100_,ཟད་_100_
[པས_100_],པས_100_,པས_100_,པས_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[སེམས་_100_],སེམས་_100_,སེམས་_100_,སེམས་_100_
[འདུས་_100_],འདུས་_100_,འདུས་_100_,འདུས་_100_
[ཡིད་_100_],ཡིད་_100_,ཡིད་_100_,ཡིད་_100_
[ཀྱི་_75_],ཀྱི་_75_,ཀྱི་_75_,ཀྱིས་_25_
[སྤྱོད་_100_],སྤྱོད་_100_,སྤྱོད་_100_,སྤྱོད་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_
[ལས_100_],ལས_100_,ལས_100_,ལས_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[འདི་_100_],འདི་_100_,འདི་_100_,འདི་_100_
[ནི་_100_],ནི་_100_,ནི་_100_,ནི་_100_
[ཅུང་_100_],ཅུང་_100_,ཅུང་_100_,ཅུང་_100_
[ཟད་_100_],ཟད་_100_,ཟད་_100_,ཟད་_100_
[ཙམ་_100_],ཙམ་_100_,ཙམ་_100_,ཙམ་_100_
[ཐལོ_50_],ཐལོ_50_,ཐལ་ལོ_50_,ཐལ་ལོ_50_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[རྒྱལ་_100_],རྒྱལ་_100_,རྒྱལ་_100_,རྒྱལ་_100_
[བས་_100_],བས་_100_,བས་_100_,བས་_100_
[འཕམ་_100_],འཕམ་_100_,འཕམ་_100_,འཕམ་_100_
[པས་_50_],པས་_50_,པའི་ལམ་_50_,པའི་ལམ་_50_
[གསལ་_100_],གསལ་_100_,གསལ་_100_,གསལ་_100_
[ནས_100_],ནས_100_,ནས_100_,ནས_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[བྱས་_100_],བྱས་_100_,བྱས་_100_,བྱས་_100_
[ནས་_100_],ནས་_100_,ནས་_100_,ནས་_100_
[བྱུང་_100_],བྱུང་_100_,བྱུང་_100_,བྱུང་_100_
[བ་_100_],བ་_100_,བ་_100_,བ་_100_
[དུམ་_100_],དུམ་_100_,དུམ་_100_,དུམ་_100_
[བུར་_100_],བུར་_100_,བུར་_100_,བུར་_100_
[མཆོད_50_],མཆོད_50_,ཆོད_50_,ཆོད_50_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[འདིས་_100_],འདིས་_100_,འདིས་_100_,འདིས་_100_
[ནི་_100_],ནི་_100_,ནི་_100_,ནི་_100_
[འཁོར་_100_],འཁོར་_100_,འཁོར་_100_,འཁོར་_100_
[བའི་_100_],བའི་_100_,བའི་_100_,བའི་_100_
[མཐའ་_100_],མཐའ་_100_,མཐའ་_100_,མཐའ་_100_
[མ་_100_],མ་_100_,མ་_100_,མ་_100_
[ཆོད_100_],ཆོད_100_,ཆོད_100_,ཆོད_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[དེ་_100_],དེ་_100_,དེ་_100_,དེ་_100_
[ཆོད་_100_],ཆོད་_100_,ཆོད་_100_,ཆོད་_100_
[ཡུལ་_100_],ཡུལ་_100_,ཡུལ་_100_,ཡུལ་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_
[ཕར་_100_],ཕར་_100_,ཕར་_100_,ཕར་_100_
[སྤྱོད་_100_],སྤྱོད་_100_,སྤྱོད་_100_,སྤྱོད་_100_
[པས_100_],པས_100_,པས_100_,པས_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[སྦྱང་_100_],སྦྱང་_100_,སྦྱང་_100_,སྦྱང་_100_
[བྱ་_100_],བྱ་_100_,བྱ་_100_,བྱ་_100_
[སྤྱོང་_75_],སྤྱོང་_75_,སྤྱོར་_25_,སྤྱོང་_75_
[བའི་_100_],བའི་_100_,བའི་_100_,བའི་_100_
[གཞི་_100_],གཞི་_100_,གཞི་_100_,གཞི་_100_
[མེད་_100_],མེད་_100_,མེད་_100_,མེད་_100_
[པས_100_],པས_100_,པས_100_,པས_100_
[། _100_],། _100_,། _100_,། _100_
[ཐེག་_100_],ཐེག་_100_,ཐེག་_100_,ཐེག་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_
[རྣམས་_100_],རྣམས་_100_,རྣམས་_100_,རྣམས་_100_
[ལས་_100_],ལས་_100_,ལས་_100_,ལས་_100_
[དྲིས་_100_],དྲིས་_100_,དྲིས་_100_,དྲིས་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_
[མེད_100_],མེད_100_,མེད_100_,མེད_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[འདི་_100_],འདི་_100_,འདི་_100_,འདི་_100_
[ནི་_100_],ནི་_100_,ནི་_100_,ནི་_100_
[རིང་_100_],རིང་_100_,རིང་_100_,རིང་_100_
[ཐུང་_100_],ཐུང་_100_,ཐུང་_100_,ཐུང་_100_
[ག་_50_],ག་_50_,གི་_25_,མདོ་_25_
[འདུས་_100_],འདུས་_100_,འདུས་_100_,འདུས་_100_
[ཏེ_100_],ཏེ_100_,ཏེ_100_,ཏེ_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[སེམས་_100_],སེམས་_100_,སེམས་_100_,སེམས་_100_
[ཀྱི་_100_],ཀྱི་_100_,ཀྱི་_100_,ཀྱི་_100_
[ཡུལ་_100_],ཡུལ་_100_,ཡུལ་_100_,ཡུལ་_100_
[དེ་_100_],དེ་_100_,དེ་_100_,དེ་_100_
[བརྩལ་_50_],བརྩལ་_50_,བཙལ་_50_,བཙལ་_50_
[བས་_100_],བས་_100_,བས་_100_,བས་_100_
[ནི_100_],ནི_100_,ནི_100_,ནི_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[སྡུག་_100_],སྡུག་_100_,སྡུག་_100_,སྡུག་_100_
[བསྔལ་_100_],བསྔལ་_100_,བསྔལ་_100_,བསྔལ་_100_
[རྣམས་_100_],རྣམས་_100_,རྣམས་_100_,རྣམས་_100_
[ཀྱི་_100_],ཀྱི་_100_,ཀྱི་_100_,ཀྱི་_100_
[རྩ་_100_],རྩ་_100_,རྩ་_100_,རྩ་_100_
[བ་_100_],བ་_100_,བ་_100_,བ་_100_
[ཆོད_100_],ཆོད_100_,ཆོད_100_,ཆོད_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[བྱ་_100_],བྱ་_100_,བྱ་_100_,བྱ་_100_
[བ་_100_],བ་_100_,བ་_100_,བ་_100_
[མ་_100_],མ་_100_,མ་_100_,མ་_100_
[ཡིན་_100_],ཡིན་_100_,ཡིན་_100_,ཡིན་_100_
[དུ་_75_],དུ་_75_,དུ་_75_,དུས་_25_
[མཚུངས་_100_],མཚུངས་_100_,མཚུངས་_100_,མཚུངས་_100_
[པས_100_],པས_100_,པས_100_,པས_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[འཁྲུལ་_100_],འཁྲུལ་_100_,འཁྲུལ་_100_,འཁྲུལ་_100_
[གཞི་_100_],གཞི་_100_,གཞི་_100_,གཞི་_100_
[དག་_100_],དག་_100_,དག་_100_,དག་_100_
[པའི་_100_],པའི་_100_,པའི་_100_,པའི་_100_
[མེ་_100_],མེ་_100_,མེ་_100_,མེ་_100_
[ལོང་_100_],ལོང་_100_,ལོང་_100_,ལོང་_100_
[མཐོང་_100_],མཐོང་_100_,མཐོང་_100_,མཐོང་_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[དེ་_100_],དེ་_100_,དེ་_100_,དེ་_100_
[མཐོང་_100_],མཐོང་_100_,མཐོང་_100_,མཐོང་_100_
[སྡེ་_100_],སྡེ་_100_,སྡེ་_100_,སྡེ་_100_
[གནོད་_75_],གནོད་_75_,སྣོད་_25_,གནོད་_75_
[ཆོས་_100_],ཆོས་_100_,ཆོས་_100_,ཆོས་_100_
[རྣམས་_100_],རྣམས་_100_,རྣམས་_100_,རྣམས་_100_
[ཤེས_100_],ཤེས_100_,ཤེས_100_,ཤེས_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[ལོ་_100_],ལོ་_100_,ལོ་_100_,ལོ་_100_
[རྒྱུས་_100_],རྒྱུས་_100_,རྒྱུས་_100_,རྒྱུས་_100_
[ཆེན་_100_],ཆེན་_100_,ཆེན་_100_,ཆེན་_100_
[པོ་_100_],པོ་_100_,པོ་_100_,པོ་_100_
[རྨད་_100_],རྨད་_100_,རྨད་_100_,རྨད་_100_
[བྱུང་_100_],བྱུང་_100_,བྱུང་_100_,བྱུང་_100_
[བས_100_],བས_100_,བས_100_,བས_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[མ་_100_],མ་_100_,མ་_100_,མ་_100_
[བྱས་_100_],བྱས་_100_,བྱས་_100_,བྱས་_100_
[ཐོས་_100_],ཐོས་_100_,ཐོས་_100_,ཐོས་_100_
[བསམ་_100_],བསམ་_100_,བསམ་_100_,བསམ་_100_
[གཞི་_100_],གཞི་_100_,གཞི་_100_,གཞི་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_
[རྫོགས_100_],རྫོགས_100_,རྫོགས_100_,རྫོགས_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[སྒྲིབ་_100_],སྒྲིབ་_100_,སྒྲིབ་_100_,སྒྲིབ་_100_
[བྲལ་_100_],བྲལ་_100_,བྲལ་_100_,བྲལ་_100_
[བདེ་_100_],བདེ་_100_,བདེ་_100_,བདེ་_100_
[བའི་_100_],བའི་_100_,བའི་_100_,བའི་_100_
[ལུས་_100_],ལུས་_100_,ལུས་_100_,ལུས་_100_
[ཐོབ་_100_],ཐོབ་_100_,ཐོབ་_100_,ཐོབ་_100_
[ནས_100_],ནས_100_,ནས_100_,ནས_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[འཇིག་_75_],འཇིག་_75_,འཇིག་_75_,འཇིགས་_25_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_
[བརྒྱད་_100_],བརྒྱད་_100_,བརྒྱད་_100_,བརྒྱད་_100_
[ལས་_100_],ལས་_100_,ལས་_100_,ལས་_100_
[འཇིག་_75_],འཇིག་_75_,འཇིག་_75_,འཇིགས་_25_
[མེད་_100_],མེད་_100_,མེད་_100_,མེད་_100_
[པར_100_],པར_100_,པར_100_,པར_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[སླར་_100_],སླར་_100_,སླར་_100_,སླར་_100_
[ན་_75_],ན་_75_,ན་_75_,ལ་_25_
[གཞན་_100_],གཞན་_100_,གཞན་_100_,གཞན་_100_
[གྱིས་ལས་_50_],གྱིས་ལས་_50_,གྱིས་_25_,གྱི་ལས་_25_
[རྣམས་_100_],རྣམས་_100_,རྣམས་_100_,རྣམས་_100_
[འཇོམས_100_],འཇོམས_100_,འཇོམས_100_,འཇོམས_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[འདི་_100_],འདི་_100_,འདི་_100_,འདི་_100_
[ལྟར་_100_],ལྟར་_100_,ལྟར་_100_,ལྟར་_100_
[སྤྱད་_100_],སྤྱད་_100_,སྤྱད་_100_,སྤྱད་_100_
[པར་_100_],པར་_100_,པར་_100_,པར་_100_
[འབྲལ་_100_],འབྲལ་_100_,འབྲལ་_100_,འབྲལ་_100_
[མེད་_100_],མེད་_100_,མེད་_100_,མེད་_100_
[པའི_100_],པའི_100_,པའི_100_,པའི_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[མཐའ་_100_],མཐའ་_100_,མཐའ་_100_,མཐའ་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_
[ཆུད་_75_],ཆུད་_75_,ཆུད་_75_,ཚུད་_25_
[ན་_100_],ན་_100_,ན་_100_,ན་_100_
[ལྡོག་_100_],ལྡོག་_100_,ལྡོག་_100_,ལྡོག་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_
[མེད_100_],མེད_100_,མེད_100_,མེད_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[སྤྱོད་_100_],སྤྱོད་_100_,སྤྱོད་_100_,སྤྱོད་_100_
[པས་_100_],པས་_100_,པས་_100_,པས་_100_
[ཕ་_100_],ཕ་_100_,ཕ་_100_,ཕ་_100_
[རོལ་_100_],རོལ་_100_,རོལ་_100_,རོལ་_100_
[བདེ་_100_],བདེ་_100_,བདེ་_100_,བདེ་_100_
[ཐོབ་_100_],ཐོབ་_100_,ཐོབ་_100_,ཐོབ་_100_
[ནས_100_],ནས_100_,ནས_100_,ནས_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[སྡུག་_100_],སྡུག་_100_,སྡུག་_100_,སྡུག་_100_
[བསྔལ་_100_],བསྔལ་_100_,བསྔལ་_100_,བསྔལ་_100_
[ཕྱག་_75_],ཕྱག་_75_,ཕྱག་_75_,ཕྱགས་_25_
[མས་_100_],མས་_100_,མས་_100_,མས་_100_
[འདེབས་_100_],འདེབས་_100_,འདེབས་_100_,འདེབས་_100_
[པའོ_100_],པའོ_100_,པའོ_100_,པའོ_100_
[། །​ _100_],། །​ _100_,། །​ _100_,། །​ _100_
[བསྐལ་_100_],བསྐལ་_100_,བསྐལ་_100_,བསྐལ་_100_
[པར་_100_],པར་_100_,པར་_100_,པར་_100_
[བསགས་_100_],བསགས་_100_,བསགས་_100_,བསགས་_100_
[པའི་_100_],པའི་_100_,པའི་_100_,པའི་_100_
[ལས་_100_],ལས་_100_,ལས་_100_,ལས་_100_
[ཀྱི་_100_],ཀྱི་_100_,ཀྱི་_100_,ཀྱི་_100_
[མཐའ_100_],མཐའ_100_,མཐའ_100_,མཐའ_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_
[འདིར་_100_],འདིར་_100_,འདིར་_100_,འདིར་_100_
[སྤྱད་_100_],སྤྱད་_100_,སྤྱད་_100_,སྤྱད་_100_
[གཞན་_100_],གཞན་_100_,གཞན་_100_,གཞན་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_
[མ་_100_],མ་_100_,མ་_100_,མ་_100_
[ལྟོས་_100_],ལྟོས་_100_,ལྟོས་_100_,ལྟོས་_100_
[པས_100_],པས_100_,པས_100_,པས_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_
[རང་_100_],རང་_100_,རང་_100_,རང་_100_
[གི་_100_],གི་_100_,གི་_100_,གི་_100_
[ཤུག་_75_],ཤུག་_75_,ཤུག་_75_,ཤུགས་_25_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_
[རང་_100_],རང་_100_,རང་_100_,རང་_100_
[ས་_100_],ས་_100_,ས་_100_,ས་_100_
[ཟིན_100_],ཟིན_100_,ཟིན_100_,ཟིན_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_
[འདི་_100_],འདི་_100_,འདི་_100_,འདི་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_
[གང་_100_],གང་_100_,གང་_100_,གང་_100_
[གིས་_100_],གིས་_100_,གིས་_100_,གིས་_100_
[རླགས་_75_],རླགས་_75_,རླགས་_75_,གླགས་_25_
[མ་_100_],མ་_100_,མ་_100_,མ་_100_
[རྙེད_100_],རྙེད_100_,རྙེད_100_,རྙེད_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_
[སྲ་_100_],སྲ་_100_,སྲ་_100_,སྲ་_100_
[བའི་_100_],བའི་_100_,བའི་_100_,བའི་_100_
[གོས་_100_],གོས་_100_,གོས་_100_,གོས་_100_
[གོན་མགོན་_75_],གོན་མགོན་_75_,གོན་མགོན་_75_,གྱོན་མཚོན་_25_
[ནུས་_100_],ནུས་_100_,ནུས་_100_,ནུས་_100_
[ཟད_100_],ཟད_100_,ཟད_100_,ཟད_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_
[འཁོར་_100_],འཁོར་_100_,འཁོར་_100_,འཁོར་_100_
[དང་_100_],དང་_100_,དང་_100_,དང་_100_
[འདས་_100_],འདས་_100_,འདས་_100_,འདས་_100_
[བའི་_75_],བའི་_75_,པའི་_25_,བའི་_75_
[འབྲེལ་_100_],འབྲེལ་_100_,འབྲེལ་_100_,འབྲེལ་_100_
[གཅད་_75_],གཅད་_75_,གཅད་_75_,བཅད་_25_
[པས_100_],པས_100_,པས_100_,པས_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_
[སྔོན་_100_],སྔོན་_100_,སྔོན་_100_,སྔོན་_100_
[གྱིས་_75_],གྱིས་_75_,གྱིས་_75_,གྱི་_25_
[ཡུལ་_100_],ཡུལ་_100_,ཡུལ་_100_,ཡུལ་_100_
[ཡང་_100_],ཡང་_100_,ཡང་_100_,ཡང་_100_
[ད་_100_],ད་_100_,ད་_100_,ད་_100_
[ལྟ་_75_],ལྟ་_75_,ལྟ་_75_,ལྟར་_25_
[མཐོང་_100_],མཐོང་_100_,མཐོང་_100_,མཐོང་_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_
[རྡོ་_100_],རྡོ་_100_,རྡོ་_100_,རྡོ་_100_
[རྗེ་_100_],རྗེ་_100_,རྗེ་_100_,རྗེ་_100_
[འཛིན་_100_],འཛིན་_100_,འཛིན་_100_,འཛིན་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_
[ཞེས་_100_],ཞེས་_100_,ཞེས་_100_,ཞེས་_100_
[བྱ་_100_],བྱ་_100_,བྱ་_100_,བྱ་_100_
[བ_100_],བ_100_,བ_100_,བ_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_
[སྔགས་_100_],སྔགས་_100_,སྔགས་_100_,སྔགས་_100_
[ཀྱི་_100_],ཀྱི་_100_,ཀྱི་_100_,ཀྱི་_100_
[ཐེག་_100_],ཐེག་_100_,ཐེག་_100_,ཐེག་_100_
[པའི་_100_],པའི་_100_,པའི་_100_,པའི་_100_
[མཐར་_100_],མཐར་_100_,མཐར་_100_,མཐར་_100_
[ཐུག་_100_],ཐུག་_100_,ཐུག་_100_,ཐུག་_100_
[པའོ_100_],པའོ_100_,པའོ_100_,པའོ_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_
[ལམ་_100_],ལམ་_100_,ལམ་_100_,ལམ་_100_
[འབྲེལ་_100_],འབྲེལ་_100_,འབྲེལ་_100_,འབྲེལ་_100_
[དུས་_100_],དུས་_100_,དུས་_100_,དུས་_100_
[ཀྱི་_100_],ཀྱི་_100_,ཀྱི་_100_,ཀྱི་_100_
[གནས་_100_],གནས་_100_,གནས་_100_,གནས་_100_
[ཤེས་_100_],ཤེས་_100_,ཤེས་_100_,ཤེས་_100_
[པས_100_],པས_100_,པས_100_,པས_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_
[འདི་_100_],འདི་_100_,འདི་_100_,འདི་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_
[སྤྱད་_100_],སྤྱད་_100_,སྤྱད་_100_,སྤྱད་_100_
[དང་_100_],དང་_100_,དང་_100_,དང་_100_
[སྤྱོད་_100_],སྤྱོད་_100_,སྤྱོད་_100_,སྤྱོད་_100_
[པས་_100_],པས་_100_,པས་_100_,པས་_100_
[སྟོངས_100_],སྟོངས_100_,སྟོངས_100_,སྟོངས_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_
[རང་_100_],རང་_100_,རང་_100_,རང་_100_
[བཞིན་_100_],བཞིན་_100_,བཞིན་_100_,བཞིན་_100_
[མི་_100_],མི་_100_,མི་_100_,མི་_100_
[གནས་_100_],གནས་_100_,གནས་_100_,གནས་_100_
[སོས་_100_],སོས་_100_,སོས་_100_,སོས་_100_
[དལ་_100_],དལ་_100_,དལ་_100_,དལ་_100_
[བས_100_],བས_100_,བས_100_,བས_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_
[ང་_100_],ང་_100_,ང་_100_,ང་_100_
[བདག་_100_],བདག་_100_,བདག་_100_,བདག་_100_
[རྣམས་_100_],རྣམས་_100_,རྣམས་_100_,རྣམས་_100_
[ཀྱི་_100_],ཀྱི་_100_,ཀྱི་_100_,ཀྱི་_100_
[ཁོག་_100_],ཁོག་_100_,ཁོག་_100_,ཁོག་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_
[སྟོངས_100_],སྟོངས_100_,སྟོངས_100_,སྟོངས_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_
[འཁོར་_100_],འཁོར་_100_,འཁོར་_100_,འཁོར་_100_
[རྐྱེན་_100_],རྐྱེན་_100_,རྐྱེན་_100_,རྐྱེན་_100_
[རྒྱུ་_100_],རྒྱུ་_100_,རྒྱུ་_100_,རྒྱུ་_100_
[འབྲས་_100_],འབྲས་_100_,འབྲས་_100_,འབྲས་_100_
[རྩ་_100_],རྩ་_100_,རྩ་_100_,རྩ་_100_
[བ་_100_],བ་_100_,བ་_100_,བ་_100_
[རུལ_100_],རུལ_100_,རུལ_100_,རུལ_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_
[འདི་_100_],འདི་_100_,འདི་_100_,འདི་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_
[ལོ་_100_],ལོ་_100_,ལོ་_100_,ལོ་_100_
[འདབ་_100_],འདབ་_100_,འདབ་_100_,འདབ་_100_
[སྐྱེ་_100_],སྐྱེ་_100_,སྐྱེ་_100_,སྐྱེ་_100_
[མི་_100_],མི་_100_,མི་_100_,མི་_100_
[སྲིད_100_],སྲིད_100_,སྲིད_100_,སྲིད_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_
[དེ་_100_],དེ་_100_,དེ་_100_,དེ་_100_
[ན་_100_],ན་_100_,ན་_100_,ན་_100_
[ངས་_100_],ངས་_100_,ངས་_100_,ངས་_100_
[ནི་_100_],ནི་_100_,ནི་_100_,ནི་_100_
[ང་_100_],ང་_100_,ང་_100_,ང་_100_
[རང་_100_],རང་_100_,རང་_100_,རང་_100_
[མཐོང་_100_],མཐོང་_100_,མཐོང་_100_,མཐོང་_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_
[སངས་_100_],སངས་_100_,སངས་_100_,སངས་_100_
[རྒྱས་_100_],རྒྱས་_100_,རྒྱས་_100_,རྒྱས་_100_
